URI	Nom du Fichier	P102 has title	P4 has time-span U8 foresees time span	Similarité
<http://data.doremus.org/performance/3d5719e9-32ae-3ff8-99d0-bc10104840a7>	0975583.ttl	Les larmes. Madrigaux (livre I) de Claudio Monteverdi	2011-10-09T16:30	
				
<http://data.doremus.org/performance/f2fb6247-2990-3ae7-b760-843c87ed16d8>	12446.ttl	Rising Stars : Daniela Koch	2011-10-09T16:30	Similarité :0.4095
<http://data.doremus.org/performance/3d5719e9-32ae-3ff8-99d0-bc10104840a7>	0975583.ttl	Les larmes. Madrigaux (livre I) de Claudio Monteverdi	2011-10-09T16:30	
				
<http://data.doremus.org/performance/745940f3-5ba2-3f94-975c-3099946129eb>	11908.ttl	Orchestre de Paris - Sergey Khachatryan - Richard McNicol - CONCERT ANNULE	2012-01-21T11:00	Similarité :0.40349999999999997
<http://data.doremus.org/performance/3342a06e-a0db-3cf0-8864-19c996e2fc62>	0980052.ttl	5e biennale quatuors à cordes : Quatuor Ysaÿe	2012-01-21T11:00	
				
<http://data.doremus.org/performance/8e9f43ca-d3e4-3730-bf2c-969d7a62271e>	12272.ttl	Birds on a Wire / Rosemary's Songbook	2012-01-21T11:00	Similarité :0.37050000000000005
<http://data.doremus.org/performance/3342a06e-a0db-3cf0-8864-19c996e2fc62>	0980052.ttl	5e biennale quatuors à cordes : Quatuor Ysaÿe	2012-01-21T11:00	
				
<http://data.doremus.org/performance/ba0f68fa-99ed-36ac-a8e9-60fc015bc670>	12305.ttl	Suspiro flamenco. Compañia Manuela Carrasco	2012-01-21T11:00	Similarité :0.365
<http://data.doremus.org/performance/3342a06e-a0db-3cf0-8864-19c996e2fc62>	0980052.ttl	5e biennale quatuors à cordes : Quatuor Ysaÿe	2012-01-21T11:00	
				
<http://data.doremus.org/performance/044658a0-af07-32d5-9b2f-c710125b481b>	11790.ttl	Concerto Vocale / Akademie für Alte Musik Berlin / René Jacobs / Choeur de la Staatsoper de Berlin	2012-06-22T20:00	Similarité :0.4325
<http://data.doremus.org/performance/69ef5b75-3834-38f8-8982-c836b411f614>	0989283.ttl	La représentation de l'âme et du corps. René Jacobs	2012-06-22T20:00	
				
<http://data.doremus.org/performance/7ab7df61-c1af-3b8e-a4c0-20dbc3f46621>	12451.ttl	La Chambre Philharmonique - Emmanuel Krivine - Choeur de chambre Les Eléments	2012-06-22T20:00	Similarité :0.426
<http://data.doremus.org/performance/69ef5b75-3834-38f8-8982-c836b411f614>	0989283.ttl	La représentation de l'âme et du corps. René Jacobs	2012-06-22T20:00	
				
<http://data.doremus.org/performance/6a2c1f3c-07db-3e60-a112-f3687de49e07>	11523.ttl	Ensemble intercontemporain / Wolfgang Lischke	2012-02-10T20:00	Similarité :0.4285
<http://data.doremus.org/performance/c55aa049-0cb9-3b63-b9cb-52df32b20a33>	0981598.ttl	Orchestre Philharmonique de Radio France, Vasily Petrenko, Dimitri Voropaev, Sergei Leiferkus	2012-02-10T20:00	
				
<http://data.doremus.org/performance/19ebb3d9-d6c0-33ae-a4b6-e1c08203bc78>	11536.ttl	Nuit fantastique/ F Mendelssohn	2012-03-16T20:00	Similarité :0.40449999999999997
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>	0983800.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2012-03-16T20:00	
				
<http://data.doremus.org/performance/9932a994-d643-3622-8dc0-ad11f155feae>	12379.ttl	Phaéton	2012-03-16T20:00	Similarité :0.34850000000000003
<http://data.doremus.org/performance/7728c0a1-7562-36da-b399-f7b2ddbea81a>	0983800.ttl	Orchestre Philharmonique de Radio France, Myung-Whun Chung	2012-03-16T20:00	
				
<http://data.doremus.org/performance/b992ca8c-8150-3f25-b3cc-c699021095a6>	12201.ttl	ANNULATION / CANCELLATION Lugano à Paris - Martha Argerich et ses invités  	2012-02-11T20:00	Similarité :0.384
<http://data.doremus.org/performance/c4e134d6-e8bc-3f05-9706-63e1bfe5a761>	1005569.ttl	Des pieds et des mains. Solistes de l'Ensemble intercontemporain	2012-02-11T20:00	
				
<http://data.doremus.org/performance/b992ca8c-8150-3f25-b3cc-c699021095a6>	12201.ttl	ANNULATION / CANCELLATION Lugano à Paris - Martha Argerich et ses invités  	2012-02-11T20:00	Similarité :0.379
<http://data.doremus.org/performance/495729d5-d3d5-32e4-8c67-3c15f5743dff>	1007280.ttl	L'Inde, 24 heures autour du Raga : Inde du Nord : Sarod	2012-02-11T20:00	
				
<http://data.doremus.org/performance/8d9d7339-7da4-3477-8ea3-c538d1e5a034>	12284.ttl	Vanessa Wagner / Quayola & Sinigaglia	2012-02-11T20:00	Similarité :0.3665
<http://data.doremus.org/performance/c4e134d6-e8bc-3f05-9706-63e1bfe5a761>	1005569.ttl	Des pieds et des mains. Solistes de l'Ensemble intercontemporain	2012-02-11T20:00	
				
<http://data.doremus.org/performance/8d9d7339-7da4-3477-8ea3-c538d1e5a034>	12284.ttl	Vanessa Wagner / Quayola & Sinigaglia	2012-02-11T20:00	Similarité :0.35750000000000004
<http://data.doremus.org/performance/495729d5-d3d5-32e4-8c67-3c15f5743dff>	1007280.ttl	L'Inde, 24 heures autour du Raga : Inde du Nord : Sarod	2012-02-11T20:00	
				
<http://data.doremus.org/performance/9846245a-46ce-30b3-b085-ef5aa0c5fca8>	11453.ttl	Ensemble intercontemporain / Emilio Pomarico / Markus Brutscher	2011-11-09T20:00	Similarité :0.415
<http://data.doremus.org/performance/a761c966-5ad4-3746-b16a-32a07be21774>	0977247.ttl	Orchestre de Paris - Paavo Järvi - Dang Thai Son	2011-11-09T20:00	
				
<http://data.doremus.org/performance/e508ba90-25d8-3668-8dad-d33e032e58ce>	11752.ttl	En Chordais - Kyriakos Kalaitzidis - Maria Farantouri - Kudsi Erguner	2012-01-08T16:00	Similarité :0.37050000000000005
<http://data.doremus.org/performance/9cf73335-bb41-3035-806e-dce369bbc82a>	0980046.ttl	Méditerranée 2. Grèce - Turquie : la Porte d'Or (création)	2012-01-08T16:00	
				
<http://data.doremus.org/performance/814f7a80-8bb0-319f-8dd7-df428edcd736>	11682.ttl	Beethoven / Haitink - Chamber Orchestra of Europe	2012-03-05T20:00	Similarité :0.488
<http://data.doremus.org/performance/6d3920e5-faf9-3217-8eae-6dbf30142254>	0982760.ttl	Chamber Orchestra of Europe, Bernard Haitink, Ludwig van Beethoven	2012-03-05T20:00	
				
<http://data.doremus.org/performance/f1a653f9-1b86-34b7-a99a-14622444b5d4>	12241.ttl	Ensemble intercontemporain - Choeur de Radio France - Conservatoire de Paris - Susanna Mälkki 	2011-11-03T20:00	Similarité :0.4435
<http://data.doremus.org/performance/112aa869-effa-3f09-a1d5-a282995f6def>	0977014.ttl	Kammerorchester des Bayerischen Rundfunks - Hélène Grimaud - Sandrine Piau - Radoslaw Szulc	2011-11-03T20:00	
				
<http://data.doremus.org/performance/58e9d5c1-f025-33a5-875f-13a2ff9b44ea>	12683.ttl	Orchestre Philharmonique de Radio France - Lionel Bringuier - Jean-Yves Thibaudet	2011-11-03T20:00	Similarité :0.46199999999999997
<http://data.doremus.org/performance/112aa869-effa-3f09-a1d5-a282995f6def>	0977014.ttl	Kammerorchester des Bayerischen Rundfunks - Hélène Grimaud - Sandrine Piau - Radoslaw Szulc	2011-11-03T20:00	
				
<http://data.doremus.org/performance/88c075f4-1c83-324e-987a-6bf26cc45d12>	11868.ttl	Boris Berezovsky - Brigitte Engerer	2011-09-20T20:00	Similarité :0.4185
<http://data.doremus.org/performance/c77812de-0462-3a17-837b-9ae338046ae0>	0974273.ttl	Passions, le désordre amoureux. Ensemble Orchestral de Paris	2011-09-20T20:00	
				
<http://data.doremus.org/performance/f3c5a2ef-d7ae-3730-b721-bafdf1cde154>	13939.ttl	Opéra 3 - Didon et Enée	2011-09-20T20:00	Similarité :0.38949999999999996
<http://data.doremus.org/performance/c77812de-0462-3a17-837b-9ae338046ae0>	0974273.ttl	Passions, le désordre amoureux. Ensemble Orchestral de Paris	2011-09-20T20:00	
				
<http://data.doremus.org/performance/b90e0b48-84c7-3ba5-9f1f-a619c2c96ac9>	11614.ttl	Vadim Repin et invités	2011-11-17T20:00	Similarité :0.45749999999999996
<http://data.doremus.org/performance/5c2c97d2-9e6a-3780-8dd7-ca098738571a>	0977240.ttl	Masculin / Féminin. Castrats divas	2011-11-17T20:00	
				
<http://data.doremus.org/performance/fb9cf501-0d42-32b6-82ac-7b41b7afac40>	13174.ttl	Buzzcocks / Frustration	2013-10-24T20:00	Similarité :0.4085
<http://data.doremus.org/performance/769a0e5d-6db0-31f7-bdad-532aac859370>	1010257.ttl	Europunk. Buzzcocks	2013-10-24T20:00	
				
<http://data.doremus.org/performance/288ec8c1-3898-3def-9cf6-8dce6a0646a4>	11789.ttl	Patricia Petibon - Orchestre National du Capitole de Toulouse - Josep Pons	2011-11-05T20:00	Similarité :0.419
<http://data.doremus.org/performance/46ace278-c490-328b-9606-628ab5b64bdb>	0977016.ttl	Domaine privé Hélène Grimaud : Kammerorchester des Bayerischen Rundfunks, Hélène Grimaud, Radoslaw Szulc	2011-11-05T20:00	
				
<http://data.doremus.org/performance/15eafc16-0896-3add-a433-3dea2d1d7b29>	12478.ttl	Gautier Capuçon - Nicholas Angelich	2011-11-05T20:00	Similarité :0.39149999999999996
<http://data.doremus.org/performance/46ace278-c490-328b-9606-628ab5b64bdb>	0977016.ttl	Domaine privé Hélène Grimaud : Kammerorchester des Bayerischen Rundfunks, Hélène Grimaud, Radoslaw Szulc	2011-11-05T20:00	
				
<http://data.doremus.org/performance/cecef7d2-4749-3d71-b89b-575aa16a6bd0>	12441.ttl	Quartett de Luca Francesconi - opéra en version de concert	2011-11-05T20:00	Similarité :0.3825
<http://data.doremus.org/performance/46ace278-c490-328b-9606-628ab5b64bdb>	0977016.ttl	Domaine privé Hélène Grimaud : Kammerorchester des Bayerischen Rundfunks, Hélène Grimaud, Radoslaw Szulc	2011-11-05T20:00	
				
<http://data.doremus.org/performance/0a8f2362-e83f-38fb-8185-9efb10442c5e>	12668.ttl	Orchestre Philharmonique de Radio France - Vladimir Fedoseyev	2011-11-05T20:00	Similarité :0.4625
<http://data.doremus.org/performance/46ace278-c490-328b-9606-628ab5b64bdb>	0977016.ttl	Domaine privé Hélène Grimaud : Kammerorchester des Bayerischen Rundfunks, Hélène Grimaud, Radoslaw Szulc	2011-11-05T20:00	
